User ID,Resource ID,Ratings,Time Spent (minutes),Topics/Subjects of Interest,Preferred Learning Formats,Learning Goals/Objectives,Publication Year,Citation Count,Popularity Score
1475,1818,4.232182712329488,111,Film Studies,Interactive,Advance career,2004,635,3.901783391207747
1475,449,3.3224681915239045,79,International Relations,Interactive,Personal interest,2009,315,1.430926614270016
1476,608,3.1319467278585207,57,Tax Law,Text,Advance career,2006,307,1.865811332883791
1476,970,3.716208414787933,35,Fashion Design,Text,Gain new skills,2016,308,2.7100285155242245
1476,1510,1.9045440532817064,44,Civil Engineering,Video,Personal interest,2019,356,5.5811483204207555
1476,1086,3.3108681259872124,98,Cultural Studies,Video,Gain new skills,2021,568,6.336418982168409
1476,1059,2.3790286315281657,78,Nutrition,Text,Gain new skills,2007,598,4.728705412738616
1476,1943,1.3172838890241616,19,Physics,Video,Gain new skills,2014,6,4.196718392655807
1476,1779,3.734775438838295,42,Medicine,Interactive,Personal interest,2014,435,0.4312209117041865
1476,1464,2.571802736350799,92,Marketing,Text,Gain new skills,2005,183,3.5297912749715223
1476,623,4.525990615341086,6,Public Relations,Text,Gain new skills,2011,149,1.4881888313588987
1476,652,1.838407236444597,119,Theater Arts,Video,Personal interest,2020,251,2.0376350702822177
1476,587,2.1136460010409643,46,Wilderness Survival,Interactive,Advance career,2011,842,6.631741372162324
1476,258,3.3519765199252403,113,Human Resources Management,Text,Personal interest,2022,878,8.165778672142856
1477,255,2.030413565013174,94,Cybersecurity,Video,Personal interest,2018,115,9.041244131960775
1477,1984,2.809715846860654,6,Human Rights,Text,Advance career,2005,531,7.663197375601052
1477,181,1.1575633860586296,91,Business Administration,Video,Personal interest,2004,991,6.203117240425002
1477,505,1.2560107668441232,29,Computer Science,Video,Advance career,2011,857,8.7120684148482
1477,307,2.766894266163709,89,Renewable Energy,Interactive,Gain new skills,2004,972,1.7638421909460267
1477,1910,3.1591193346499726,80,Human Rights,Video,Gain new skills,2008,211,0.3516762716793398
1477,1424,1.3343149146171482,9,Choreography,Video,Advance career,2021,581,1.0004264021315867
1478,1822,3.602983661127297,35,Industrial Psychology,Video,Gain new skills,2001,601,7.919579757299429
1478,1513,4.636597984646526,90,Pharmacology,Interactive,Personal interest,2018,149,9.431605066832113
1478,1019,3.284304335334335,23,Philosophy,Interactive,Personal interest,2011,767,8.583885071557155
1478,1324,1.8759069259094243,103,History,Interactive,Personal interest,2015,716,1.4771233702198439
1478,797,3.631677662207537,21,Agriculture,Interactive,Gain new skills,2000,10,1.9710873074052893
1478,1273,4.385302307410068,69,Cryptography,Video,Personal interest,2009,317,2.4023701425402932
1478,1004,4.899395502680742,19,Brand Management,Interactive,Gain new skills,2017,234,5.46508366494966
1478,56,4.542746848840769,36,Cultural Studies,Video,Personal interest,2020,353,4.142452092613605
1478,674,2.1362552343007954,6,Art History,Interactive,Advance career,2011,776,5.603176769128013
1478,1180,4.911014025795671,21,Film Studies,Interactive,Gain new skills,2019,889,7.043198901215037
1478,1415,4.392897344911518,109,Cybersecurity,Video,Gain new skills,2007,566,0.9683263560528277
1479,1660,1.2702882346966553,39,Political Science,Text,Personal interest,2005,64,0.6168685116245076
1479,457,4.428943969457944,90,Tax Law,Interactive,Gain new skills,2022,820,1.2962843020238568
1479,1558,3.44614043790063,72,Chemistry,Text,Advance career,2014,211,8.565621836465557
1479,150,3.775685767043735,105,Civil Engineering,Interactive,Gain new skills,2008,807,9.30355949841614
1479,24,1.3271914769043276,107,Conflict Resolution,Interactive,Personal interest,2001,285,8.891236850858597
1479,1154,4.436810219531898,56,Quantum Mechanics,Interactive,Gain new skills,2019,473,2.1354082703659816
1479,4,3.078421866153641,22,Game Theory,Interactive,Advance career,2007,831,0.3143225498364355
1479,1801,4.591012886987197,59,Education,Video,Personal interest,2019,601,5.4431067833911415
1479,1666,2.5088698336880086,6,Public Health,Video,Advance career,2016,752,3.976550508577498
1479,1348,3.378426807808617,22,Operations Management,Video,Advance career,2008,12,2.208807903466022
1479,835,2.4136236098335053,78,Art History,Interactive,Gain new skills,2017,893,8.824358272097022
1479,788,4.929811551168971,99,Game Theory,Interactive,Gain new skills,2013,72,0.6414774773964038
1479,1923,1.6959289859948568,17,Entrepreneurship,Video,Personal interest,2000,118,7.808157940847366
1479,110,3.414287091433974,93,International Relations,Video,Gain new skills,2009,180,7.379908941248382
1479,1421,2.616397524233547,97,Biochemistry,Interactive,Advance career,2012,142,5.305963364752865
1480,44,2.474378590990844,6,Geology,Text,Personal interest,2018,132,5.5130269283683955
1480,1176,4.561535334816643,79,Materials Science,Video,Personal interest,2009,325,1.0229357596220856
1480,1757,1.416779489584301,95,Literature,Interactive,Advance career,2017,593,4.182781199961441
1480,535,2.8115206613897,30,Culinary Arts,Interactive,Gain new skills,2017,234,9.9490947615179
1480,304,4.6899561910439385,83,Robotics,Text,Advance career,2016,666,4.781859427428544
1480,239,2.4024452327280934,100,Linguistic Anthropology,Video,Advance career,2004,235,9.75108658320002
1480,1461,3.501504973409283,82,Journalism,Video,Gain new skills,2022,874,4.115681980951234
1480,853,1.8937264961080285,118,Urban Planning,Interactive,Gain new skills,2003,845,1.0583299513296873
1480,489,2.291087406920396,77,Music Theory,Video,Gain new skills,2003,153,5.731792434238709
1481,1537,3.9791187820407616,66,Wilderness Survival,Video,Personal interest,2009,334,2.1936977223482512
1481,569,3.7344194550028416,106,Public Health,Interactive,Gain new skills,2004,375,3.193298460140259
1481,1662,3.045399558224228,30,Deep Learning,Interactive,Advance career,2012,161,0.6810185259795021
1481,994,3.0497577833306138,82,International Relations,Text,Personal interest,2008,663,0.1997369905442259
1481,1872,4.783900061263102,17,Human Resources Management,Text,Gain new skills,2002,305,7.480331205446303
1481,1005,1.0452769079141109,33,Interior Design,Text,Personal interest,2000,849,1.1277041623861173
1481,378,2.0099010701892235,69,Paleontology,Video,Advance career,2008,718,6.222948163350239
1481,1027,1.9815684779542504,49,Behavioral Economics,Text,Gain new skills,2019,736,2.75948865024374
1481,255,1.654592256875402,112,Development Studies,Video,Gain new skills,2018,115,9.041244131960775
1481,308,2.896292873688435,9,Developmental Psychology,Text,Personal interest,2003,561,3.0738084341960104
1481,944,3.99986861255966,112,Linguistics,Video,Advance career,2009,532,0.8944528020603815
1481,1719,1.6383801434188712,30,Communication Studies,Text,Advance career,2007,603,5.289360006056364
1481,1317,1.4925047759807897,65,Developmental Psychology,Text,Gain new skills,2012,850,4.43455103534898
1481,639,4.846120261082055,5,Artificial Intelligence,Text,Advance career,2019,314,3.6889917825726593
1482,1405,2.1593367940448456,15,Psychology,Video,Gain new skills,2019,120,2.4407337450488553
1482,92,3.3572439087285844,20,Software Engineering,Text,Personal interest,2002,329,5.8258136894140975
1482,455,4.687442554507896,16,International Relations,Interactive,Gain new skills,2009,357,6.026526200879171
1482,1696,3.821010015507314,76,Physics,Text,Advance career,2000,159,3.5306565296012993
1482,1878,1.9716139265821764,118,Cryptocurrency Trading,Interactive,Advance career,2019,459,8.163931007849733
1482,1867,4.152562840801746,16,Software Engineering,Text,Personal interest,2019,267,1.506415407798447
1482,1644,4.163107305903078,50,Software Engineering,Video,Personal interest,2017,924,4.071551784264383
1482,1559,3.243334357692852,37,Renewable Energy,Interactive,Advance career,2009,805,2.3147089557898184
1482,115,1.9126472379616464,26,Psychology,Video,Advance career,2013,217,2.0817993999021365
1482,1963,1.4263927711934028,24,Literature,Interactive,Advance career,2021,538,7.673874029955239
1483,906,1.313401683920075,62,Ethics,Interactive,Personal interest,2001,99,2.9810332709628105
1483,325,1.370638467093226,58,Wilderness Survival,Interactive,Gain new skills,2008,176,6.490625350279645
1483,1804,2.3261714119255994,103,Development Studies,Text,Advance career,2000,901,1.663733030067991
1483,1346,1.0878109713233126,94,Developmental Psychology,Video,Personal interest,2019,721,8.33953941363508
1483,105,4.936034064986224,85,Chemistry,Video,Personal interest,2010,980,6.713257220731688
1483,1439,2.086797914889273,85,Software Engineering,Text,Personal interest,2015,477,1.2651863412915276
1483,371,3.211062511001004,75,Economics,Text,Gain new skills,2009,45,3.2435442172682216
1483,855,4.338162062174381,107,Physics,Video,Gain new skills,2011,647,3.309610820809994
1483,1431,2.8321898212338645,90,Geology,Interactive,Personal interest,2001,140,2.911280159893781
1484,1770,2.5655134162351274,73,Machine Learning,Interactive,Gain new skills,2021,791,5.25693444507506
1484,810,3.946419337717008,42,Machine Learning,Video,Personal interest,2016,1000,4.723658191747033
1484,1399,1.861996736675533,26,Development Studies,Video,Advance career,2014,490,1.474677959945777
1484,1280,4.120883443223981,17,Quantum Mechanics,Interactive,Gain new skills,2003,684,3.1728803439834294
1484,597,1.176024506940232,63,Forensic Science,Video,Personal interest,2022,997,4.204985199285577
1485,1048,2.9063225787889846,105,Biology,Interactive,Gain new skills,2016,988,7.779894174526863
1485,1552,1.915920155698355,25,Social Media Management,Video,Gain new skills,2021,844,7.30126442396705
1485,907,2.4270762785946576,16,Microeconomics,Interactive,Gain new skills,2010,704,7.73368605120294
1485,66,4.27578778559675,119,Neurobiology,Interactive,Gain new skills,2018,800,0.8937732146605493
1485,1972,4.861498011959423,41,Renewable Energy,Interactive,Advance career,2007,435,1.4879612636290829
1485,163,2.953258186032216,86,Machine Learning,Interactive,Gain new skills,2004,432,1.2365976467620732
1485,439,2.9181484514895595,59,Deep Learning,Text,Personal interest,2014,42,9.397592882890496
1485,468,3.1948042652728303,12,Anthropology,Video,Personal interest,2016,602,0.23148922413606554
1485,850,3.65170303017958,13,Marine Biology,Interactive,Advance career,2003,184,7.415979292710154
1485,670,1.109022031865698,17,Chemistry,Interactive,Gain new skills,2012,103,0.9483321539879463
1486,955,4.176942404876439,66,Marketing,Interactive,Personal interest,2016,886,9.195349715495933
1486,1098,3.449493776527449,45,Computer Science,Video,Gain new skills,2004,966,6.287249217225179
1486,298,4.404621259904076,10,Cryptocurrency Trading,Video,Advance career,2019,698,8.927163759955624
1486,463,2.6619505949556266,67,Cultural Studies,Video,Gain new skills,2002,265,2.251540161995665
1486,451,2.820043912396284,50,Human Rights,Interactive,Advance career,2017,224,1.7649413605125663
1486,1060,2.51830757674151,59,Artificial Intelligence,Interactive,Personal interest,2003,460,1.587380249425342
1486,1446,2.4755506192910373,100,Information Technology,Text,Personal interest,2013,355,8.251419134081937
1487,749,4.241844346606996,41,Electrical Engineering,Interactive,Personal interest,2003,437,5.94741885372032
1487,295,2.9155972231780014,116,Interior Design,Video,Advance career,2017,227,7.945252026728018
1487,543,4.43064653516605,99,Psychology,Video,Gain new skills,2003,780,0.07324391787546958
1487,401,2.915144499339872,64,Engineering,Interactive,Gain new skills,2017,210,8.49656049837484
1487,412,4.4504359071954,110,Microeconomics,Video,Personal interest,2021,826,9.876871339739838
1487,1632,1.699273803741518,28,Biochemistry,Interactive,Personal interest,2004,247,1.3689525579663941
1487,684,2.796738202110643,31,Geology,Interactive,Gain new skills,2007,217,4.557319884335048
1487,1272,1.3538669928033775,38,Game Design,Text,Gain new skills,2007,447,9.425128620467081
1487,1130,2.749430337638273,119,Photography,Interactive,Gain new skills,2018,762,1.5016339627685105
1487,1909,4.493412689110047,71,Economics,Interactive,Gain new skills,2013,658,3.0961945207100983
1487,727,1.3502499983634024,15,Conflict Resolution,Video,Personal interest,2021,682,6.719405750532427
1487,1487,1.1138855159186472,52,Choreography,Interactive,Advance career,2016,635,5.875481325826283
1487,1010,1.7778028881327388,29,Cryptocurrency Trading,Video,Personal interest,2010,403,1.2675900258120643
1487,242,3.753446093907953,57,Music Theory,Video,Personal interest,2002,681,8.777109208447584
1488,453,3.2860719463908654,12,Economics,Text,Personal interest,2000,981,4.481306525677517
1488,1913,1.4842545002239915,15,Biochemistry,Interactive,Advance career,2007,882,3.9811735188940345
1488,1724,1.6766526804841302,71,Culinary Arts,Interactive,Personal interest,2020,567,0.2871279613933797
1488,1265,4.102240017292258,52,Social Media Management,Video,Advance career,2014,611,3.074447821661991
1488,788,4.7187170674399805,103,Engineering,Video,Advance career,2013,72,0.6414774773964038
1489,1810,1.3182188460238793,42,Quantum Mechanics,Text,Gain new skills,2005,676,8.861874891306176
1489,407,3.108690847220438,76,Culinary Arts,Interactive,Advance career,2004,83,4.255703664267079
1489,446,1.5030175528836698,32,Culinary Arts,Interactive,Advance career,2002,606,8.574258226603723
1489,602,2.014245012682536,101,Deep Learning,Video,Advance career,2004,240,0.019231836006186054
1489,463,4.547922051336714,6,Communication Studies,Interactive,Gain new skills,2002,265,2.251540161995665
1489,1827,3.4266242698840217,66,Sports Science,Text,Advance career,2009,453,5.149304768114252
1489,261,3.549791430040524,120,Organizational Behavior,Video,Gain new skills,2020,96,3.0375559716252476
1489,1,3.06293725033622,60,Art History,Video,Personal interest,2004,982,7.995224467364381
1489,1644,2.91095866639673,32,Conflict Resolution,Text,Advance career,2017,924,4.071551784264383
1489,603,1.5158959460495307,26,Cryptocurrency,Text,Advance career,2019,600,6.302273623550276
1489,989,2.203168194514068,100,Development Studies,Interactive,Gain new skills,2015,657,5.00472255723261
1489,1690,4.591338073295084,14,Music Composition,Text,Gain new skills,2017,741,0.5057345273246283
1489,389,2.5372709151554083,54,Culinary Arts,Interactive,Advance career,2013,638,1.3097901192402073
1489,265,3.1756847849015704,82,Supply Chain Management,Text,Personal interest,2021,725,7.563683337608889
1489,1459,2.4176004134830182,21,Deep Learning,Interactive,Advance career,2019,665,8.18502028957604
1490,160,3.5030818108299955,65,Chemistry,Video,Gain new skills,2017,260,2.1485106920152885
1490,1148,4.09454363776196,7,Mechanical Engineering,Text,Advance career,2005,876,2.6290107492700465
1490,1870,1.8947321310173924,12,Communication Studies,Interactive,Gain new skills,2008,443,8.330273126108278
1490,381,3.778579595619133,76,Interior Design,Video,Advance career,2015,748,4.119812617623514
1490,73,4.090655377611975,110,Cryptography,Text,Gain new skills,2002,879,3.3475671512710745
1490,1929,3.6128658224389087,106,Linguistic Anthropology,Text,Advance career,2013,395,3.672130283497258
1490,1593,2.987184997965651,53,Computer Science,Video,Personal interest,2012,491,0.7421430366116
1490,1204,3.9501876304596095,103,Cryptography,Video,Gain new skills,2005,477,5.841617577432714
1491,569,1.791833280484714,46,Macroeconomics,Video,Gain new skills,2004,375,3.193298460140259
1491,86,2.9965531414511704,120,Quantum Mechanics,Interactive,Advance career,2007,354,8.778971704362306
1491,1043,3.6864092620121407,60,Astronomy,Interactive,Personal interest,2017,504,1.49178070712077
1491,502,3.061177577316818,91,Biochemistry,Text,Personal interest,2018,929,3.537273762116869
1491,789,1.074730840014546,113,Photography,Video,Gain new skills,2001,497,3.5282343178024456
1491,1461,3.682302500293552,14,Cognitive Science,Interactive,Gain new skills,2022,874,4.115681980951234
1491,86,3.0424212827500705,91,Marketing,Video,Advance career,2007,354,8.778971704362306
1491,158,3.3878464747271013,75,Ethics,Text,Gain new skills,2005,915,0.49741385875810007
1492,561,4.922289895189058,29,Interior Design,Text,Gain new skills,2004,375,9.346949745760508
1492,928,3.764152688785338,104,Medicine,Interactive,Gain new skills,2021,344,3.230925422571068
1492,860,2.3338204990488207,24,Interior Design,Interactive,Personal interest,2016,248,0.9441998766534865
1492,1791,1.7836653631739363,33,Photography,Interactive,Personal interest,2016,827,9.487820458474307
1492,439,4.127398220586899,107,Computer Science,Text,Gain new skills,2014,42,9.397592882890496
1492,1719,1.2734874688254472,85,Behavioral Economics,Text,Personal interest,2007,603,5.289360006056364
1492,1893,4.251495830822239,50,Microeconomics,Text,Gain new skills,2002,709,8.703465272070986
1492,121,2.3403613168224697,75,Quantum Mechanics,Interactive,Advance career,2001,851,5.4574722457993605
1492,1379,3.1151221709287613,112,Industrial Psychology,Video,Advance career,2014,461,8.041911879855885
1492,181,3.790979025454745,6,Public Health,Video,Gain new skills,2004,991,6.203117240425002
1492,856,1.7809956723904317,80,Cultural Studies,Video,Gain new skills,2021,368,8.207937297256414
1492,536,4.649670938227324,111,Developmental Psychology,Interactive,Advance career,2012,682,7.449810748801462
1492,39,4.429448933443765,89,Cultural Studies,Video,Personal interest,2004,49,5.576912004139565
1493,931,3.536550221574188,107,Public Relations,Text,Personal interest,2002,253,0.8835681173153442
1493,314,1.5743284564775872,115,Macroeconomics,Text,Gain new skills,2003,760,2.075955778276443
1493,430,2.696470697613067,31,Conflict Resolution,Text,Gain new skills,2012,694,4.507912001311311
1493,1520,3.845247872934828,66,Game Theory,Video,Gain new skills,2005,998,5.491694399555271
1493,1358,2.117754171086466,83,Urban Planning,Interactive,Gain new skills,2007,844,4.829473200158255
1493,70,2.9585090591665297,67,Supply Chain Management,Video,Advance career,2015,766,7.299713890505829
1493,1621,2.4937411348730345,17,Mathematics,Interactive,Gain new skills,2014,866,1.3424810330026016
1493,1189,1.1059264340969297,92,Organizational Behavior,Interactive,Advance career,2008,584,3.0383112823202296
1493,1366,1.53228554281069,92,Development Studies,Interactive,Advance career,2016,573,0.40513311003433694
1493,1779,1.656800609442595,11,Environmental Science,Interactive,Advance career,2014,435,0.4312209117041865
1493,649,1.7727509323101582,7,Wilderness Survival,Text,Advance career,2005,486,5.213342773493261
1493,771,1.981343845640538,72,Data Science,Video,Advance career,2021,443,6.239314907947005
1493,1840,4.1704106051470085,22,Linguistic Anthropology,Text,Advance career,2009,875,0.3987681368333307
1493,358,3.917373751808925,66,Engineering,Video,Advance career,2001,473,4.547283315813867
1493,186,3.730718731728504,92,Journalism,Interactive,Advance career,2003,340,3.625632384358247
1494,240,1.7175079727268772,84,Music Composition,Video,Advance career,2021,635,3.143236659763603
1494,1669,1.6516018351836763,82,Medicine,Text,Advance career,2004,600,3.1646121744950872
1494,1982,1.6247872108737278,82,Renewable Energy,Text,Advance career,2000,242,6.496853403738243
1494,1645,1.358578488865006,105,Graphic Design,Interactive,Gain new skills,2003,677,5.587886640719171
1494,1225,4.982469160784193,89,Engineering,Video,Advance career,2018,571,0.16480556290842996
1495,1759,3.334246127536136,102,Deep Learning,Text,Advance career,2011,26,4.418974820985903
1495,142,2.471177398899482,118,Computer Science,Video,Personal interest,2003,528,5.564713077518686
1495,1895,2.2051832851872084,53,Theater Arts,Interactive,Advance career,2013,132,3.2178604952187007
1495,269,3.7683918351568217,97,Brand Management,Text,Advance career,2013,275,9.230786974379164
1495,1250,3.7048096603653184,120,Sports Science,Text,Advance career,2010,641,1.0812326872113787
1495,721,3.3134598778885342,114,Music Theory,Text,Personal interest,2009,310,0.7675143902447401
1495,879,1.4952439579344858,6,Cultural Studies,Text,Advance career,2009,979,4.625560017644475
1495,886,4.393239560822034,18,Organizational Behavior,Video,Advance career,2008,488,0.8525662492612385
1495,915,1.871271617136168,102,Civil Engineering,Video,Personal interest,2022,244,7.088234872734237
1495,1501,1.2641233284326847,92,Software Engineering,Video,Gain new skills,2019,743,9.155443889915963
1495,443,1.5926055982339893,82,Microeconomics,Interactive,Advance career,2012,932,2.346875096670795
1495,576,3.9833397156643455,14,Zoology,Interactive,Advance career,2005,742,4.945989813008396
1495,335,1.751207586123225,73,Marketing,Text,Advance career,2004,86,6.693582279562077
1495,1173,2.740050406148419,73,Information Technology,Interactive,Gain new skills,2021,968,6.846136084962064
1495,1093,4.15750410933397,53,Materials Science,Text,Advance career,2017,367,0.49312035864705783
1496,1679,1.2941194660012147,78,Statistics,Interactive,Advance career,2006,89,1.6885061334567064
1496,949,2.80149551544876,96,Deep Learning,Video,Advance career,2016,901,7.125106344784559
1496,550,2.9495198701820717,57,Fashion Design,Interactive,Gain new skills,2011,223,5.833069144055544
1496,731,4.923619608208853,43,Behavioral Economics,Interactive,Gain new skills,2017,482,1.4875305011262496
1496,1897,1.700779592403164,54,Deep Learning,Video,Advance career,2022,832,2.042859827475565
1496,1181,1.9476525251653607,88,Paleontology,Text,Advance career,2001,560,0.4977691594237865
1496,1834,4.831155557121712,112,History,Interactive,Gain new skills,2013,821,1.9371603832542195
1496,426,4.204926876701512,69,Entrepreneurship,Video,Personal interest,2000,726,0.024694682724133443
1496,1273,1.9562094955601543,38,Film Studies,Interactive,Personal interest,2009,317,2.4023701425402932
1497,1048,4.469991237472765,35,Genetics,Text,Advance career,2016,988,7.779894174526863
1497,692,1.6071854503058347,63,Ethics,Text,Advance career,2008,29,1.6941889353048833
1497,60,1.1404089882429256,11,Robotics,Text,Gain new skills,2017,751,7.902939436677412
1497,1139,4.653499180565939,32,Linguistics,Video,Advance career,2012,586,8.992315211486988
1497,482,4.996178269319643,28,Medicine,Text,Gain new skills,2007,980,5.859691736815195
1498,1701,2.496653482839929,38,Deep Learning,Interactive,Advance career,2011,684,0.6779153567491647
1498,1016,4.656249879404337,110,Communication Studies,Interactive,Advance career,2017,667,2.0242129097395467
1498,513,1.7612736760205423,68,Law,Video,Gain new skills,2016,470,1.9739183828696416
1498,1578,2.390826491802909,67,Economics,Text,Advance career,2020,704,2.7423258065917713
1498,552,2.8080847761694736,89,Linguistic Anthropology,Interactive,Personal interest,2001,828,1.16791639093768
1499,1325,2.7509100705844296,59,Conflict Resolution,Text,Gain new skills,2006,682,6.62548829031714
1499,704,1.552929444680546,8,Geology,Text,Advance career,2021,436,3.53132886042572
1499,1581,1.5642014077535429,87,Developmental Psychology,Interactive,Personal interest,2020,463,5.343353688461771
1499,476,4.730492578275591,65,Urban Planning,Video,Personal interest,2008,12,4.304347181908545
1499,1530,2.644526421883626,96,Development Studies,Text,Gain new skills,2012,410,7.839067105665787
1499,240,3.377531866840984,109,Conflict Resolution,Text,Personal interest,2021,635,3.143236659763603
1499,884,1.583216235424667,103,Film Studies,Text,Gain new skills,2002,196,8.483531850733932
1499,110,3.37961154389215,57,Forensic Science,Video,Personal interest,2009,180,7.379908941248382
1499,497,3.175147339257512,11,Communication Studies,Interactive,Personal interest,2010,178,9.289482654466534
1499,1554,1.63645689140984,54,Deep Learning,Interactive,Personal interest,2020,855,0.6986033408165881
1499,1568,1.6139229368885393,93,Cybersecurity,Text,Gain new skills,2011,826,5.001619973644155
1499,289,2.5039167033119125,43,Economics,Text,Gain new skills,2016,14,6.6659445292370725
1500,1416,2.4838020198246107,116,Graphic Design,Text,Advance career,2002,590,0.8892770213774492
1500,882,4.29690390500685,106,Music Theory,Interactive,Gain new skills,2017,775,2.8160098092528605
1500,1645,4.884747161846756,107,Zoology,Interactive,Gain new skills,2003,677,5.587886640719171
1500,1350,1.7427925183645896,40,Materials Science,Video,Gain new skills,2020,625,0.44889566885088383
1500,1262,4.397369921657989,41,Conflict Resolution,Text,Advance career,2011,750,4.697607079378879
1500,186,2.870969159410256,47,Human Rights,Text,Personal interest,2003,340,3.625632384358247
1500,1230,3.473494096081243,106,Ethics,Interactive,Advance career,2002,218,0.17125950146581692
1500,354,3.257239457241882,18,Microeconomics,Text,Gain new skills,2016,977,5.168106502415721
1500,1505,3.9916365793276327,103,Public Relations,Video,Advance career,2021,599,6.127072732630627
1500,34,2.999925844163268,31,Geology,Interactive,Gain new skills,2003,739,8.92433937591253
1500,402,1.9404778755798349,95,Education,Text,Gain new skills,2013,866,4.640382755256772
1500,1574,2.0378570553330437,46,Engineering,Video,Personal interest,2018,895,3.113985839631137
1500,951,1.7994091895884834,120,Cryptocurrency,Video,Advance career,2004,487,5.118993442299686
1501,703,3.5081903723917582,60,Organizational Behavior,Video,Advance career,2013,34,2.904954278849623
1501,1439,3.886039172093496,105,Economics,Text,Gain new skills,2015,477,1.2651863412915276
1501,715,3.4371382097116343,64,Urban Planning,Text,Advance career,2000,47,2.8917769776223223
1501,240,3.744415935481235,62,Psychology,Interactive,Gain new skills,2021,635,3.143236659763603
1501,1256,1.173846360059105,119,Mechanical Engineering,Interactive,Gain new skills,2005,189,9.182413548443334
1502,1329,1.5031406939050744,44,Literature,Text,Advance career,2016,760,3.9953020427562813
1502,612,2.64663059358278,50,Geography,Text,Personal interest,2009,367,3.147949806488497
1502,1677,2.3431771618689656,116,Journalism,Interactive,Advance career,2015,522,3.1700286819689327
1502,1486,4.33435066337274,58,Conflict Resolution,Interactive,Advance career,2016,981,6.537202148788643
1502,827,2.319102702379124,52,Music Theory,Text,Gain new skills,2010,464,3.3349371484154555
1502,1311,4.925881943538162,93,Interior Design,Text,Gain new skills,2021,119,9.708194614313966
1502,1271,2.193604064027926,108,Urban Planning,Text,Gain new skills,2021,176,1.97620526629122
1502,1310,3.929070158557464,82,Nutrition,Video,Advance career,2011,100,1.1439852910189063
1502,1635,1.3371737940523245,112,Artificial Intelligence,Video,Personal interest,2001,878,5.909375673401804
1502,1363,1.03888296104691,17,Cryptography,Interactive,Gain new skills,2020,52,7.1394822137536975
1502,728,4.893702005210836,105,Machine Learning,Video,Gain new skills,2000,7,3.1082665761969452
1502,99,2.358720555509103,102,Culinary Arts,Video,Personal interest,2013,510,5.274242442498318
1502,1147,4.540245563248051,65,Brand Management,Video,Gain new skills,2016,677,7.435711247886379
1502,813,2.237525090176846,111,Wilderness Survival,Text,Advance career,2022,563,3.7947129774639254
1503,321,4.749155716915428,47,Renewable Energy,Interactive,Advance career,2006,784,9.967522939338709
1503,1302,4.380149256741806,30,Biology,Text,Advance career,2000,349,2.9979033037415306
1503,633,2.5821051637935097,70,Statistics,Text,Gain new skills,2004,144,6.629176412724419
1503,318,4.432059925499841,101,Pharmacology,Interactive,Personal interest,2000,752,1.3615926480798224
1503,337,3.48185109839028,108,Developmental Psychology,Video,Advance career,2001,382,6.834800292625366
1503,843,4.056880883624469,114,Quantum Computing,Text,Advance career,2011,891,7.1675750991196985
1503,267,2.7148398999590446,41,Cybersecurity,Video,Advance career,2002,895,4.241631421993576
1503,1798,4.022542317045214,16,Organizational Behavior,Interactive,Personal interest,2011,285,1.0653114035272293
1504,829,2.8160783264302447,28,Linguistic Anthropology,Text,Advance career,2004,58,5.824166868495539
1504,904,4.287322936430444,93,Environmental Science,Interactive,Personal interest,2020,986,6.476303806302246
1504,1051,4.5319027482956695,56,Music Composition,Video,Gain new skills,2018,9,1.8920816738380553
1504,1286,4.892946996349441,46,Renewable Energy,Interactive,Personal interest,2000,256,1.9651291856123543
1504,707,1.3645328760020008,92,Marine Biology,Text,Gain new skills,2022,786,9.552864936895581
1504,138,1.4201063752097722,77,Forensic Science,Interactive,Gain new skills,2006,23,0.3944207750273454
1504,1812,4.419653022473251,94,Human Anatomy,Text,Personal interest,2005,205,0.07846098964851445
1504,212,2.5819844856624825,69,Deep Learning,Text,Personal interest,2005,215,0.016249139603224938
1504,624,3.674324708866327,115,Film Studies,Interactive,Personal interest,2000,469,7.730228447846441
1504,344,4.3036206203452325,87,Religious Studies,Video,Advance career,2005,371,9.364668220402269
1505,1881,2.7230426806786774,83,Business Administration,Video,Advance career,2002,941,8.07991945130306
1505,928,2.091739456967355,101,Data Science,Text,Personal interest,2021,344,3.230925422571068
1505,905,2.9796461319676437,86,Religious Studies,Video,Personal interest,2014,954,4.984217058095053
1505,1253,2.221920753199207,24,Public Relations,Video,Gain new skills,2006,114,2.96161712740299
1505,1022,2.935077281292234,34,Literature,Text,Advance career,2022,336,6.618356910917594
1505,1555,1.4571989086478618,45,Data Science,Video,Advance career,2011,647,6.004280570622686
1505,1289,3.541831593897452,81,Astronomy,Interactive,Advance career,2000,906,4.316514535787896
1505,1723,4.189769450285636,93,Human Resources Management,Interactive,Advance career,2016,250,1.4193855703593605
1505,1142,3.862729095415143,38,Brand Management,Video,Gain new skills,2009,332,8.67226242530035
1505,1231,3.1748383708211207,113,Linguistics,Video,Gain new skills,2001,227,4.075740248742309
1505,78,1.4956620503063118,53,Sociology,Interactive,Personal interest,2002,450,7.348643083849088
1506,610,3.295438258438108,107,Urban Planning,Text,Personal interest,2012,721,4.696079642730913
1506,1909,3.855168790488007,95,Entrepreneurship,Text,Personal interest,2013,658,3.0961945207100983
1506,1510,4.854411591346966,23,Pharmacology,Video,Personal interest,2019,356,5.5811483204207555
