Course ID,Course Name,Subject,Description,Instructor,Level,Duration,Language,Price,Rating,Enrollment,Skills Covered,Prerequisites,Lecture Video URL,Quiz URL,Assignment URL,Discussion Forum URL,Completion Certificate
COM016,Computer Science Course 17,Computer Science,This course covers various topics in Computer Science.,John Doe,Advanced,29,English,162.37,2.32,6985,"Skill 2, Skill 1, Skill 3, Skill 4",Prereq 3,https://www.example.com/computer-science/lecture_16,https://www.example.com/computer-science/quiz_16,https://www.example.com/computer-science/assignment_16,https://www.example.com/computer-science/forum_16,Yes
COM017,Computer Science Course 18,Computer Science,This course covers various topics in Computer Science.,John Doe,Advanced,46,English,199.74,4.8,8674,Skill 2,"Prereq 3, Prereq 1",https://www.example.com/computer-science/lecture_17,https://www.example.com/computer-science/quiz_17,https://www.example.com/computer-science/assignment_17,https://www.example.com/computer-science/forum_17,Yes
COM018,Computer Science Course 19,Computer Science,This course covers various topics in Computer Science.,John Doe,Advanced,49,Spanish,37.44,3.49,4400,"Skill 4, Skill 1, Skill 3, Skill 2","Prereq 1, Prereq 2",https://www.example.com/computer-science/lecture_18,https://www.example.com/computer-science/quiz_18,https://www.example.com/computer-science/assignment_18,https://www.example.com/computer-science/forum_18,Yes
COM019,Computer Science Course 20,Computer Science,This course covers various topics in Computer Science.,John Doe,Intermediate,50,Spanish,187.1,1.99,1830,"Skill 2, Skill 4, Skill 1",Prereq 2,https://www.example.com/computer-science/lecture_19,https://www.example.com/computer-science/quiz_19,https://www.example.com/computer-science/assignment_19,https://www.example.com/computer-science/forum_19,Yes
ECO000,Economics Course 1,Economics,This course covers various topics in Economics.,John Doe,Advanced,34,Spanish,34.03,3.71,5941,Skill 4,"Prereq 3, Prereq 2, Prereq 1",https://www.example.com/economics/lecture_0,https://www.example.com/economics/quiz_0,https://www.example.com/economics/assignment_0,https://www.example.com/economics/forum_0,Yes
ECO001,Economics Course 2,Economics,This course covers various topics in Economics.,John Doe,Beginner,43,Spanish,26.28,2.1,4448,"Skill 4, Skill 1",Prereq 1,https://www.example.com/economics/lecture_1,https://www.example.com/economics/quiz_1,https://www.example.com/economics/assignment_1,https://www.example.com/economics/forum_1,No
ECO002,Economics Course 3,Economics,This course covers various topics in Economics.,John Doe,Advanced,44,English,177.79,3.25,3077,"Skill 1, Skill 3","Prereq 2, Prereq 3",https://www.example.com/economics/lecture_2,https://www.example.com/economics/quiz_2,https://www.example.com/economics/assignment_2,https://www.example.com/economics/forum_2,Yes
ECO003,Economics Course 4,Economics,This course covers various topics in Economics.,John Doe,Advanced,9,English,99.96,3.41,9460,"Skill 1, Skill 3",Prereq 1,https://www.example.com/economics/lecture_3,https://www.example.com/economics/quiz_3,https://www.example.com/economics/assignment_3,https://www.example.com/economics/forum_3,Yes
ECO004,Economics Course 5,Economics,This course covers various topics in Economics.,John Doe,Beginner,5,Spanish,34.52,4.77,1720,"Skill 3, Skill 2",,https://www.example.com/economics/lecture_4,https://www.example.com/economics/quiz_4,https://www.example.com/economics/assignment_4,https://www.example.com/economics/forum_4,Yes
ECO005,Economics Course 6,Economics,This course covers various topics in Economics.,John Doe,Advanced,20,French,141.93,4.96,8625,"Skill 2, Skill 1, Skill 3","Prereq 3, Prereq 1, Prereq 2",https://www.example.com/economics/lecture_5,https://www.example.com/economics/quiz_5,https://www.example.com/economics/assignment_5,https://www.example.com/economics/forum_5,Yes
ECO006,Economics Course 7,Economics,This course covers various topics in Economics.,John Doe,Advanced,43,Spanish,133.31,2.44,9048,"Skill 1, Skill 4",Prereq 1,https://www.example.com/economics/lecture_6,https://www.example.com/economics/quiz_6,https://www.example.com/economics/assignment_6,https://www.example.com/economics/forum_6,Yes
ECO007,Economics Course 8,Economics,This course covers various topics in Economics.,John Doe,Beginner,24,Spanish,65.83,4.28,6353,"Skill 3, Skill 2, Skill 1","Prereq 3, Prereq 1, Prereq 2",https://www.example.com/economics/lecture_7,https://www.example.com/economics/quiz_7,https://www.example.com/economics/assignment_7,https://www.example.com/economics/forum_7,No
ECO008,Economics Course 9,Economics,This course covers various topics in Economics.,John Doe,Beginner,25,English,124.67,1.85,8083,"Skill 2, Skill 3, Skill 1, Skill 4","Prereq 1, Prereq 2",https://www.example.com/economics/lecture_8,https://www.example.com/economics/quiz_8,https://www.example.com/economics/assignment_8,https://www.example.com/economics/forum_8,No
ECO009,Economics Course 10,Economics,This course covers various topics in Economics.,John Doe,Advanced,8,Spanish,150.14,4.57,676,"Skill 1, Skill 2, Skill 4",Prereq 1,https://www.example.com/economics/lecture_9,https://www.example.com/economics/quiz_9,https://www.example.com/economics/assignment_9,https://www.example.com/economics/forum_9,No
ECO010,Economics Course 11,Economics,This course covers various topics in Economics.,John Doe,Intermediate,7,Spanish,157.72,4.1,8501,"Skill 1, Skill 2, Skill 3, Skill 4","Prereq 1, Prereq 3, Prereq 2",https://www.example.com/economics/lecture_10,https://www.example.com/economics/quiz_10,https://www.example.com/economics/assignment_10,https://www.example.com/economics/forum_10,No
ECO011,Economics Course 12,Economics,This course covers various topics in Economics.,John Doe,Beginner,22,French,194.96,1.39,6516,Skill 3,"Prereq 2, Prereq 1, Prereq 3",https://www.example.com/economics/lecture_11,https://www.example.com/economics/quiz_11,https://www.example.com/economics/assignment_11,https://www.example.com/economics/forum_11,Yes
ECO012,Economics Course 13,Economics,This course covers various topics in Economics.,John Doe,Advanced,19,English,95.26,1.91,1621,"Skill 2, Skill 3, Skill 4, Skill 1",,https://www.example.com/economics/lecture_12,https://www.example.com/economics/quiz_12,https://www.example.com/economics/assignment_12,https://www.example.com/economics/forum_12,Yes
ECO013,Economics Course 14,Economics,This course covers various topics in Economics.,John Doe,Beginner,7,French,27.91,3.6,6136,Skill 4,,https://www.example.com/economics/lecture_13,https://www.example.com/economics/quiz_13,https://www.example.com/economics/assignment_13,https://www.example.com/economics/forum_13,Yes
ECO014,Economics Course 15,Economics,This course covers various topics in Economics.,John Doe,Intermediate,36,French,125.55,2.32,1507,"Skill 4, Skill 2","Prereq 2, Prereq 1, Prereq 3",https://www.example.com/economics/lecture_14,https://www.example.com/economics/quiz_14,https://www.example.com/economics/assignment_14,https://www.example.com/economics/forum_14,No
ECO015,Economics Course 16,Economics,This course covers various topics in Economics.,John Doe,Intermediate,44,French,89.94,4.71,3297,"Skill 3, Skill 1, Skill 4, Skill 2",,https://www.example.com/economics/lecture_15,https://www.example.com/economics/quiz_15,https://www.example.com/economics/assignment_15,https://www.example.com/economics/forum_15,No
ECO016,Economics Course 17,Economics,This course covers various topics in Economics.,John Doe,Advanced,35,French,25.59,1.6,2869,"Skill 2, Skill 3, Skill 4",,https://www.example.com/economics/lecture_16,https://www.example.com/economics/quiz_16,https://www.example.com/economics/assignment_16,https://www.example.com/economics/forum_16,No
ECO017,Economics Course 18,Economics,This course covers various topics in Economics.,John Doe,Intermediate,13,Spanish,177.8,1.12,254,Skill 4,"Prereq 3, Prereq 1",https://www.example.com/economics/lecture_17,https://www.example.com/economics/quiz_17,https://www.example.com/economics/assignment_17,https://www.example.com/economics/forum_17,Yes
ECO018,Economics Course 19,Economics,This course covers various topics in Economics.,John Doe,Beginner,16,English,191.62,1.95,8665,"Skill 2, Skill 4, Skill 3, Skill 1",,https://www.example.com/economics/lecture_18,https://www.example.com/economics/quiz_18,https://www.example.com/economics/assignment_18,https://www.example.com/economics/forum_18,No
ECO019,Economics Course 20,Economics,This course covers various topics in Economics.,John Doe,Beginner,30,French,171.31,1.14,4453,"Skill 2, Skill 1, Skill 4, Skill 3",Prereq 2,https://www.example.com/economics/lecture_19,https://www.example.com/economics/quiz_19,https://www.example.com/economics/assignment_19,https://www.example.com/economics/forum_19,Yes
PSY000,Psychology Course 1,Psychology,This course covers various topics in Psychology.,John Doe,Intermediate,22,English,71.36,3.07,5630,Skill 3,,https://www.example.com/psychology/lecture_0,https://www.example.com/psychology/quiz_0,https://www.example.com/psychology/assignment_0,https://www.example.com/psychology/forum_0,Yes
PSY001,Psychology Course 2,Psychology,This course covers various topics in Psychology.,John Doe,Intermediate,49,English,120.11,3.93,545,"Skill 4, Skill 3",,https://www.example.com/psychology/lecture_1,https://www.example.com/psychology/quiz_1,https://www.example.com/psychology/assignment_1,https://www.example.com/psychology/forum_1,No
PSY002,Psychology Course 3,Psychology,This course covers various topics in Psychology.,John Doe,Beginner,18,English,177.7,2.37,9238,Skill 2,"Prereq 1, Prereq 3, Prereq 2",https://www.example.com/psychology/lecture_2,https://www.example.com/psychology/quiz_2,https://www.example.com/psychology/assignment_2,https://www.example.com/psychology/forum_2,Yes
PSY003,Psychology Course 4,Psychology,This course covers various topics in Psychology.,John Doe,Advanced,26,English,179.6,3.79,6071,"Skill 1, Skill 4, Skill 2",Prereq 1,https://www.example.com/psychology/lecture_3,https://www.example.com/psychology/quiz_3,https://www.example.com/psychology/assignment_3,https://www.example.com/psychology/forum_3,No
PSY004,Psychology Course 5,Psychology,This course covers various topics in Psychology.,John Doe,Intermediate,34,French,96.8,2.23,7220,Skill 3,"Prereq 1, Prereq 2",https://www.example.com/psychology/lecture_4,https://www.example.com/psychology/quiz_4,https://www.example.com/psychology/assignment_4,https://www.example.com/psychology/forum_4,Yes
PSY005,Psychology Course 6,Psychology,This course covers various topics in Psychology.,John Doe,Advanced,17,Spanish,131.4,1.12,2641,"Skill 3, Skill 2, Skill 1","Prereq 3, Prereq 1",https://www.example.com/psychology/lecture_5,https://www.example.com/psychology/quiz_5,https://www.example.com/psychology/assignment_5,https://www.example.com/psychology/forum_5,Yes
PSY006,Psychology Course 7,Psychology,This course covers various topics in Psychology.,John Doe,Advanced,29,English,162.27,4.37,610,"Skill 3, Skill 4","Prereq 3, Prereq 2, Prereq 1",https://www.example.com/psychology/lecture_6,https://www.example.com/psychology/quiz_6,https://www.example.com/psychology/assignment_6,https://www.example.com/psychology/forum_6,Yes
PSY007,Psychology Course 8,Psychology,This course covers various topics in Psychology.,John Doe,Advanced,31,Spanish,115.67,3.5,1717,"Skill 3, Skill 1",,https://www.example.com/psychology/lecture_7,https://www.example.com/psychology/quiz_7,https://www.example.com/psychology/assignment_7,https://www.example.com/psychology/forum_7,Yes
PSY008,Psychology Course 9,Psychology,This course covers various topics in Psychology.,John Doe,Advanced,41,English,191.36,1.72,4864,Skill 3,,https://www.example.com/psychology/lecture_8,https://www.example.com/psychology/quiz_8,https://www.example.com/psychology/assignment_8,https://www.example.com/psychology/forum_8,Yes
PSY009,Psychology Course 10,Psychology,This course covers various topics in Psychology.,John Doe,Beginner,12,French,53.85,3.15,5654,Skill 4,"Prereq 2, Prereq 1",https://www.example.com/psychology/lecture_9,https://www.example.com/psychology/quiz_9,https://www.example.com/psychology/assignment_9,https://www.example.com/psychology/forum_9,Yes
PSY010,Psychology Course 11,Psychology,This course covers various topics in Psychology.,John Doe,Beginner,12,Spanish,24.06,1.02,9075,"Skill 3, Skill 2, Skill 1",Prereq 2,https://www.example.com/psychology/lecture_10,https://www.example.com/psychology/quiz_10,https://www.example.com/psychology/assignment_10,https://www.example.com/psychology/forum_10,No
PSY011,Psychology Course 12,Psychology,This course covers various topics in Psychology.,John Doe,Intermediate,39,Spanish,135.51,4.38,5639,"Skill 4, Skill 2, Skill 1, Skill 3","Prereq 2, Prereq 3, Prereq 1",https://www.example.com/psychology/lecture_11,https://www.example.com/psychology/quiz_11,https://www.example.com/psychology/assignment_11,https://www.example.com/psychology/forum_11,Yes
PSY012,Psychology Course 13,Psychology,This course covers various topics in Psychology.,John Doe,Intermediate,6,French,51.37,3.34,9952,"Skill 4, Skill 1, Skill 3","Prereq 3, Prereq 1, Prereq 2",https://www.example.com/psychology/lecture_12,https://www.example.com/psychology/quiz_12,https://www.example.com/psychology/assignment_12,https://www.example.com/psychology/forum_12,No
PSY013,Psychology Course 14,Psychology,This course covers various topics in Psychology.,John Doe,Advanced,16,Spanish,89.52,3.91,5340,"Skill 3, Skill 1","Prereq 1, Prereq 3, Prereq 2",https://www.example.com/psychology/lecture_13,https://www.example.com/psychology/quiz_13,https://www.example.com/psychology/assignment_13,https://www.example.com/psychology/forum_13,No
PSY014,Psychology Course 15,Psychology,This course covers various topics in Psychology.,John Doe,Beginner,24,French,137.83,2.41,861,"Skill 1, Skill 2, Skill 3, Skill 4",Prereq 2,https://www.example.com/psychology/lecture_14,https://www.example.com/psychology/quiz_14,https://www.example.com/psychology/assignment_14,https://www.example.com/psychology/forum_14,Yes
PSY015,Psychology Course 16,Psychology,This course covers various topics in Psychology.,John Doe,Beginner,15,French,175.81,3.59,8882,"Skill 4, Skill 2",,https://www.example.com/psychology/lecture_15,https://www.example.com/psychology/quiz_15,https://www.example.com/psychology/assignment_15,https://www.example.com/psychology/forum_15,Yes
PSY016,Psychology Course 17,Psychology,This course covers various topics in Psychology.,John Doe,Beginner,44,English,131.74,3.13,161,"Skill 4, Skill 1",,https://www.example.com/psychology/lecture_16,https://www.example.com/psychology/quiz_16,https://www.example.com/psychology/assignment_16,https://www.example.com/psychology/forum_16,Yes
PSY017,Psychology Course 18,Psychology,This course covers various topics in Psychology.,John Doe,Beginner,33,French,76.3,1.64,8040,"Skill 3, Skill 2",Prereq 1,https://www.example.com/psychology/lecture_17,https://www.example.com/psychology/quiz_17,https://www.example.com/psychology/assignment_17,https://www.example.com/psychology/forum_17,No
PSY018,Psychology Course 19,Psychology,This course covers various topics in Psychology.,John Doe,Advanced,35,English,21.02,2.61,1218,"Skill 3, Skill 2, Skill 1",,https://www.example.com/psychology/lecture_18,https://www.example.com/psychology/quiz_18,https://www.example.com/psychology/assignment_18,https://www.example.com/psychology/forum_18,Yes
PSY019,Psychology Course 20,Psychology,This course covers various topics in Psychology.,John Doe,Beginner,23,English,27.44,4.87,5854,"Skill 3, Skill 1","Prereq 3, Prereq 2, Prereq 1",https://www.example.com/psychology/lecture_19,https://www.example.com/psychology/quiz_19,https://www.example.com/psychology/assignment_19,https://www.example.com/psychology/forum_19,No
SOC000,Sociology Course 1,Sociology,This course covers various topics in Sociology.,John Doe,Intermediate,28,English,99.19,2.83,3586,Skill 1,Prereq 3,https://www.example.com/sociology/lecture_0,https://www.example.com/sociology/quiz_0,https://www.example.com/sociology/assignment_0,https://www.example.com/sociology/forum_0,Yes
SOC001,Sociology Course 2,Sociology,This course covers various topics in Sociology.,John Doe,Beginner,22,French,178.8,2.05,9027,"Skill 3, Skill 1, Skill 4","Prereq 2, Prereq 1, Prereq 3",https://www.example.com/sociology/lecture_1,https://www.example.com/sociology/quiz_1,https://www.example.com/sociology/assignment_1,https://www.example.com/sociology/forum_1,No
SOC002,Sociology Course 3,Sociology,This course covers various topics in Sociology.,John Doe,Intermediate,25,French,67.17,2.25,1157,"Skill 3, Skill 4","Prereq 1, Prereq 3, Prereq 2",https://www.example.com/sociology/lecture_2,https://www.example.com/sociology/quiz_2,https://www.example.com/sociology/assignment_2,https://www.example.com/sociology/forum_2,No
SOC003,Sociology Course 4,Sociology,This course covers various topics in Sociology.,John Doe,Advanced,12,Spanish,44.59,2.3,1600,"Skill 4, Skill 3","Prereq 1, Prereq 3",https://www.example.com/sociology/lecture_3,https://www.example.com/sociology/quiz_3,https://www.example.com/sociology/assignment_3,https://www.example.com/sociology/forum_3,Yes
SOC004,Sociology Course 5,Sociology,This course covers various topics in Sociology.,John Doe,Intermediate,31,French,122.43,1.3,7610,"Skill 1, Skill 2, Skill 3","Prereq 3, Prereq 2",https://www.example.com/sociology/lecture_4,https://www.example.com/sociology/quiz_4,https://www.example.com/sociology/assignment_4,https://www.example.com/sociology/forum_4,Yes
SOC005,Sociology Course 6,Sociology,This course covers various topics in Sociology.,John Doe,Advanced,13,French,96.82,1.41,540,Skill 1,,https://www.example.com/sociology/lecture_5,https://www.example.com/sociology/quiz_5,https://www.example.com/sociology/assignment_5,https://www.example.com/sociology/forum_5,No
SOC006,Sociology Course 7,Sociology,This course covers various topics in Sociology.,John Doe,Advanced,39,Spanish,57.39,1.36,8658,"Skill 2, Skill 3, Skill 4, Skill 1",,https://www.example.com/sociology/lecture_6,https://www.example.com/sociology/quiz_6,https://www.example.com/sociology/assignment_6,https://www.example.com/sociology/forum_6,Yes
SOC007,Sociology Course 8,Sociology,This course covers various topics in Sociology.,John Doe,Advanced,5,Spanish,24.44,2.19,8861,"Skill 3, Skill 4, Skill 2","Prereq 1, Prereq 2, Prereq 3",https://www.example.com/sociology/lecture_7,https://www.example.com/sociology/quiz_7,https://www.example.com/sociology/assignment_7,https://www.example.com/sociology/forum_7,No
SOC008,Sociology Course 9,Sociology,This course covers various topics in Sociology.,John Doe,Intermediate,41,English,197.78,3.88,2326,Skill 3,,https://www.example.com/sociology/lecture_8,https://www.example.com/sociology/quiz_8,https://www.example.com/sociology/assignment_8,https://www.example.com/sociology/forum_8,No
SOC009,Sociology Course 10,Sociology,This course covers various topics in Sociology.,John Doe,Intermediate,44,Spanish,178.72,1.14,2072,"Skill 2, Skill 3, Skill 1, Skill 4","Prereq 1, Prereq 2",https://www.example.com/sociology/lecture_9,https://www.example.com/sociology/quiz_9,https://www.example.com/sociology/assignment_9,https://www.example.com/sociology/forum_9,Yes
SOC010,Sociology Course 11,Sociology,This course covers various topics in Sociology.,John Doe,Intermediate,31,English,105.41,1.99,9762,"Skill 1, Skill 4",,https://www.example.com/sociology/lecture_10,https://www.example.com/sociology/quiz_10,https://www.example.com/sociology/assignment_10,https://www.example.com/sociology/forum_10,No
SOC011,Sociology Course 12,Sociology,This course covers various topics in Sociology.,John Doe,Beginner,22,French,31.58,1.75,3234,"Skill 4, Skill 2","Prereq 2, Prereq 3, Prereq 1",https://www.example.com/sociology/lecture_11,https://www.example.com/sociology/quiz_11,https://www.example.com/sociology/assignment_11,https://www.example.com/sociology/forum_11,No
SOC012,Sociology Course 13,Sociology,This course covers various topics in Sociology.,John Doe,Intermediate,27,English,155.65,4.29,3457,Skill 3,"Prereq 2, Prereq 1",https://www.example.com/sociology/lecture_12,https://www.example.com/sociology/quiz_12,https://www.example.com/sociology/assignment_12,https://www.example.com/sociology/forum_12,Yes
SOC013,Sociology Course 14,Sociology,This course covers various topics in Sociology.,John Doe,Advanced,19,Spanish,98.72,3.7,406,"Skill 1, Skill 4, Skill 3, Skill 2","Prereq 2, Prereq 3, Prereq 1",https://www.example.com/sociology/lecture_13,https://www.example.com/sociology/quiz_13,https://www.example.com/sociology/assignment_13,https://www.example.com/sociology/forum_13,Yes
SOC014,Sociology Course 15,Sociology,This course covers various topics in Sociology.,John Doe,Intermediate,46,English,45.05,3.05,6699,"Skill 2, Skill 3","Prereq 2, Prereq 1, Prereq 3",https://www.example.com/sociology/lecture_14,https://www.example.com/sociology/quiz_14,https://www.example.com/sociology/assignment_14,https://www.example.com/sociology/forum_14,No
SOC015,Sociology Course 16,Sociology,This course covers various topics in Sociology.,John Doe,Beginner,16,Spanish,155.97,4.67,949,"Skill 1, Skill 3, Skill 4, Skill 2",,https://www.example.com/sociology/lecture_15,https://www.example.com/sociology/quiz_15,https://www.example.com/sociology/assignment_15,https://www.example.com/sociology/forum_15,Yes
SOC016,Sociology Course 17,Sociology,This course covers various topics in Sociology.,John Doe,Intermediate,18,French,42.13,3.23,485,"Skill 3, Skill 4, Skill 2","Prereq 3, Prereq 2",https://www.example.com/sociology/lecture_16,https://www.example.com/sociology/quiz_16,https://www.example.com/sociology/assignment_16,https://www.example.com/sociology/forum_16,No
SOC017,Sociology Course 18,Sociology,This course covers various topics in Sociology.,John Doe,Advanced,17,Spanish,114.72,2.23,6704,"Skill 2, Skill 1, Skill 3, Skill 4",Prereq 2,https://www.example.com/sociology/lecture_17,https://www.example.com/sociology/quiz_17,https://www.example.com/sociology/assignment_17,https://www.example.com/sociology/forum_17,No
SOC018,Sociology Course 19,Sociology,This course covers various topics in Sociology.,John Doe,Beginner,11,Spanish,44.43,1.46,8670,"Skill 4, Skill 1, Skill 3",Prereq 3,https://www.example.com/sociology/lecture_18,https://www.example.com/sociology/quiz_18,https://www.example.com/sociology/assignment_18,https://www.example.com/sociology/forum_18,Yes
SOC019,Sociology Course 20,Sociology,This course covers various topics in Sociology.,John Doe,Advanced,34,English,52.7,2.24,8809,"Skill 1, Skill 3",,https://www.example.com/sociology/lecture_19,https://www.example.com/sociology/quiz_19,https://www.example.com/sociology/assignment_19,https://www.example.com/sociology/forum_19,Yes
POL000,Political Science Course 1,Political Science,This course covers various topics in Political Science.,John Doe,Beginner,14,French,127.31,3.76,3903,"Skill 3, Skill 4","Prereq 2, Prereq 3, Prereq 1",https://www.example.com/political-science/lecture_0,https://www.example.com/political-science/quiz_0,https://www.example.com/political-science/assignment_0,https://www.example.com/political-science/forum_0,Yes
POL001,Political Science Course 2,Political Science,This course covers various topics in Political Science.,John Doe,Intermediate,25,English,161.72,4.83,3025,"Skill 2, Skill 4, Skill 1, Skill 3","Prereq 1, Prereq 3, Prereq 2",https://www.example.com/political-science/lecture_1,https://www.example.com/political-science/quiz_1,https://www.example.com/political-science/assignment_1,https://www.example.com/political-science/forum_1,No
POL002,Political Science Course 3,Political Science,This course covers various topics in Political Science.,John Doe,Beginner,15,French,56.9,3.79,9035,"Skill 2, Skill 1, Skill 4, Skill 3","Prereq 2, Prereq 3",https://www.example.com/political-science/lecture_2,https://www.example.com/political-science/quiz_2,https://www.example.com/political-science/assignment_2,https://www.example.com/political-science/forum_2,Yes
POL003,Political Science Course 4,Political Science,This course covers various topics in Political Science.,John Doe,Intermediate,47,Spanish,152.13,2.89,2317,"Skill 1, Skill 3, Skill 2, Skill 4",,https://www.example.com/political-science/lecture_3,https://www.example.com/political-science/quiz_3,https://www.example.com/political-science/assignment_3,https://www.example.com/political-science/forum_3,Yes
POL004,Political Science Course 5,Political Science,This course covers various topics in Political Science.,John Doe,Intermediate,20,Spanish,153.13,4.67,3186,Skill 2,"Prereq 2, Prereq 3, Prereq 1",https://www.example.com/political-science/lecture_4,https://www.example.com/political-science/quiz_4,https://www.example.com/political-science/assignment_4,https://www.example.com/political-science/forum_4,Yes
POL005,Political Science Course 6,Political Science,This course covers various topics in Political Science.,John Doe,Intermediate,40,English,83.09,2.26,8275,"Skill 2, Skill 4, Skill 1, Skill 3","Prereq 1, Prereq 2, Prereq 3",https://www.example.com/political-science/lecture_5,https://www.example.com/political-science/quiz_5,https://www.example.com/political-science/assignment_5,https://www.example.com/political-science/forum_5,Yes
POL006,Political Science Course 7,Political Science,This course covers various topics in Political Science.,John Doe,Advanced,31,English,57.02,2.42,3416,"Skill 1, Skill 3, Skill 2, Skill 4",,https://www.example.com/political-science/lecture_6,https://www.example.com/political-science/quiz_6,https://www.example.com/political-science/assignment_6,https://www.example.com/political-science/forum_6,Yes
POL007,Political Science Course 8,Political Science,This course covers various topics in Political Science.,John Doe,Intermediate,11,Spanish,98.97,2.72,4135,"Skill 1, Skill 4",,https://www.example.com/political-science/lecture_7,https://www.example.com/political-science/quiz_7,https://www.example.com/political-science/assignment_7,https://www.example.com/political-science/forum_7,Yes
POL008,Political Science Course 9,Political Science,This course covers various topics in Political Science.,John Doe,Intermediate,6,Spanish,53.48,4.96,556,"Skill 3, Skill 2, Skill 1","Prereq 2, Prereq 1",https://www.example.com/political-science/lecture_8,https://www.example.com/political-science/quiz_8,https://www.example.com/political-science/assignment_8,https://www.example.com/political-science/forum_8,No
POL009,Political Science Course 10,Political Science,This course covers various topics in Political Science.,John Doe,Intermediate,23,Spanish,103.1,2.6,840,"Skill 4, Skill 1","Prereq 2, Prereq 3",https://www.example.com/political-science/lecture_9,https://www.example.com/political-science/quiz_9,https://www.example.com/political-science/assignment_9,https://www.example.com/political-science/forum_9,Yes
POL010,Political Science Course 11,Political Science,This course covers various topics in Political Science.,John Doe,Beginner,22,English,41.89,2.27,8870,"Skill 1, Skill 3, Skill 2",Prereq 3,https://www.example.com/political-science/lecture_10,https://www.example.com/political-science/quiz_10,https://www.example.com/political-science/assignment_10,https://www.example.com/political-science/forum_10,Yes
POL011,Political Science Course 12,Political Science,This course covers various topics in Political Science.,John Doe,Advanced,36,English,102.58,3.65,8840,"Skill 1, Skill 3, Skill 2, Skill 4","Prereq 1, Prereq 2",https://www.example.com/political-science/lecture_11,https://www.example.com/political-science/quiz_11,https://www.example.com/political-science/assignment_11,https://www.example.com/political-science/forum_11,Yes
POL012,Political Science Course 13,Political Science,This course covers various topics in Political Science.,John Doe,Advanced,20,French,70.79,4.83,3964,Skill 3,"Prereq 1, Prereq 3, Prereq 2",https://www.example.com/political-science/lecture_12,https://www.example.com/political-science/quiz_12,https://www.example.com/political-science/assignment_12,https://www.example.com/political-science/forum_12,No
POL013,Political Science Course 14,Political Science,This course covers various topics in Political Science.,John Doe,Intermediate,11,French,161.59,2.15,9737,"Skill 4, Skill 1",Prereq 3,https://www.example.com/political-science/lecture_13,https://www.example.com/political-science/quiz_13,https://www.example.com/political-science/assignment_13,https://www.example.com/political-science/forum_13,Yes
POL014,Political Science Course 15,Political Science,This course covers various topics in Political Science.,John Doe,Intermediate,14,English,102.46,3.92,7760,"Skill 4, Skill 3",,https://www.example.com/political-science/lecture_14,https://www.example.com/political-science/quiz_14,https://www.example.com/political-science/assignment_14,https://www.example.com/political-science/forum_14,Yes
POL015,Political Science Course 16,Political Science,This course covers various topics in Political Science.,John Doe,Intermediate,23,Spanish,107.4,1.44,9737,"Skill 2, Skill 4, Skill 1, Skill 3","Prereq 3, Prereq 2",https://www.example.com/political-science/lecture_15,https://www.example.com/political-science/quiz_15,https://www.example.com/political-science/assignment_15,https://www.example.com/political-science/forum_15,No
POL016,Political Science Course 17,Political Science,This course covers various topics in Political Science.,John Doe,Intermediate,22,French,24.53,1.24,854,"Skill 2, Skill 1, Skill 3, Skill 4",Prereq 2,https://www.example.com/political-science/lecture_16,https://www.example.com/political-science/quiz_16,https://www.example.com/political-science/assignment_16,https://www.example.com/political-science/forum_16,Yes
POL017,Political Science Course 18,Political Science,This course covers various topics in Political Science.,John Doe,Beginner,45,English,29.43,3.75,1001,Skill 1,"Prereq 3, Prereq 1",https://www.example.com/political-science/lecture_17,https://www.example.com/political-science/quiz_17,https://www.example.com/political-science/assignment_17,https://www.example.com/political-science/forum_17,Yes
POL018,Political Science Course 19,Political Science,This course covers various topics in Political Science.,John Doe,Advanced,33,English,113.57,3.27,9852,"Skill 1, Skill 4, Skill 3",Prereq 3,https://www.example.com/political-science/lecture_18,https://www.example.com/political-science/quiz_18,https://www.example.com/political-science/assignment_18,https://www.example.com/political-science/forum_18,Yes
POL019,Political Science Course 20,Political Science,This course covers various topics in Political Science.,John Doe,Advanced,26,Spanish,71.75,1.24,7064,"Skill 3, Skill 2",,https://www.example.com/political-science/lecture_19,https://www.example.com/political-science/quiz_19,https://www.example.com/political-science/assignment_19,https://www.example.com/political-science/forum_19,No
PHI000,Philosophy Course 1,Philosophy,This course covers various topics in Philosophy.,John Doe,Beginner,28,Spanish,72.92,4.17,5117,Skill 3,,https://www.example.com/philosophy/lecture_0,https://www.example.com/philosophy/quiz_0,https://www.example.com/philosophy/assignment_0,https://www.example.com/philosophy/forum_0,Yes
PHI001,Philosophy Course 2,Philosophy,This course covers various topics in Philosophy.,John Doe,Beginner,41,English,141.42,4.69,7806,"Skill 2, Skill 3, Skill 4",Prereq 2,https://www.example.com/philosophy/lecture_1,https://www.example.com/philosophy/quiz_1,https://www.example.com/philosophy/assignment_1,https://www.example.com/philosophy/forum_1,No
PHI002,Philosophy Course 3,Philosophy,This course covers various topics in Philosophy.,John Doe,Advanced,13,French,134.3,2.23,8140,Skill 3,Prereq 2,https://www.example.com/philosophy/lecture_2,https://www.example.com/philosophy/quiz_2,https://www.example.com/philosophy/assignment_2,https://www.example.com/philosophy/forum_2,No
